stud_id,w2sch_id,w2cls_id,w2td01,w2td02,w2td03,w2td04,w2td05,w2td06,w2td07,w2td08,w2td09,w2td10,w2td11,w2td12,w2td13,w2td14,w2td15,w2tcs1,w2tcs2,w2tcs3,w2tcs4,w2tcs5,w2tes1,w2tes2,w2tes3,w2tes4,w2tes5,w2tms1,w2tms2,w2tms3,w2tms4,w2tms5,w2sumerr,w2summis
09497,527,2598,4,3,3,3,4,4,4,4,4,4,3,1,4,1,2,2,3,2,4,3,2,2,4,3,3,3,3,3,4,3,0,0
09498,513,2356,3,2,2,2,2,3,3,3,2,3,3,3,4,3,4,3,3,3,4,3,2,2,4,4,3,2,3,2,3,3,0,0
09499,480,3092,3,3,3,2,2,3,2,3,3,2,2,4,4,3,3,2,2,4,3,3,2,2,4,2,2,2,2,4,3,2,0,0
09502,508,2177,3,6,3,3,3,3,3,3,3,2,2,4,4,3,3,3,3,3,4,4,2,2,4,4,3,3,3,3,4,99,0,1
09503,528,2171,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,4,2,2,2,2,4,2,1,0,0
09504,426,2280,3,3,4,4,3,4,4,4,99,99,99,99,99,99,99,4,4,2,4,5,3,3,3,4,3,99,99,99,99,99,0,12
09505,229,2944,4,2,4,4,4,4,3,3,4,5,4,2,4,2,3,2,2,3,2,3,3,4,4,4,4,2,2,4,3,2,0,0
09506,178,2903,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,2,2,2,4,3,3,2,3,4,3,3,0,0
09507,540,2682,3,2,3,3,2,2,2,6,2,2,2,4,4,3,5,2,2,4,4,2,99,99,99,99,99,2,3,3,3,3,0,5
09508,544,3037,4,3,4,4,3,5,3,3,3,3,1,2,4,2,2,4,4,2,3,5,3,3,4,4,4,2,2,4,2,2,0,0
09509,607,2611,3,2,2,2,2,2,1,1,3,2,1,4,4,4,4,1,2,3,2,2,1,1,4,1,1,1,2,4,3,1,0,0
09510,327,3252,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,5,2,4,5,4,5,2,4,5,99,99,99,99,99,0,20
09511,458,2427,2,2,2,1,1,2,1,2,1,1,1,4,4,4,2,2,2,4,4,3,2,2,4,4,3,2,1,4,2,2,0,0
09512,303,2824,4,3,4,3,3,5,4,4,4,5,3,2,4,2,3,4,4,4,4,5,4,4,3,4,4,4,4,2,4,5,0,0
09513,315,3016,3,3,3,2,2,3,3,3,2,4,2,1,4,1,3,3,4,3,4,5,3,2,3,4,3,3,3,4,3,4,0,0
09514,475,2876,3,3,3,3,3,3,3,3,3,4,3,2,4,2,97,4,4,1,4,4,4,4,2,4,5,3,3,3,3,4,1,0
09517,442,2591,4,2,2,2,3,2,1,6,2,4,2,3,4,2,2,2,2,4,4,2,99,99,99,99,99,99,99,99,99,99,0,10
09518,316,2942,3,3,3,4,3,3,2,1,3,2,2,3,4,3,3,2,3,2,3,2,2,2,4,4,2,2,2,4,3,1,0,0
09519,551,2961,3,4,4,3,2,4,3,4,3,3,3,2,4,2,3,2,2,4,3,3,2,2,4,4,3,2,1,3,2,3,0,0
09520,494,2545,2,2,1,2,2,2,1,2,2,2,2,4,4,3,4,2,2,3,3,1,2,2,4,3,1,2,2,3,2,2,0,0
09522,448,2061,4,4,4,4,2,4,4,4,2,4,2,1,4,1,2,3,3,3,3,4,3,3,2,4,4,2,2,3,3,3,0,0
09523,082,3274,2,2,3,2,2,3,2,2,3,2,2,4,4,4,4,2,2,4,4,2,2,2,4,4,2,1,1,4,3,2,0,0
09524,401,2812,3,6,3,3,2,3,3,3,3,2,3,4,4,4,3,2,2,4,2,2,2,2,4,4,3,2,2,3,2,3,0,0
09525,621,2599,3,2,3,3,2,3,2,3,3,2,2,4,4,4,97,2,2,4,3,1,2,2,4,3,1,2,2,4,2,1,1,0
09526,069,2885,3,6,5,5,2,4,4,5,4,5,1,3,4,2,2,3,3,3,4,4,4,3,3,4,4,3,3,3,4,4,0,0
09527,456,2921,4,3,3,3,3,3,3,5,3,3,3,4,4,3,4,2,3,3,4,2,4,4,3,4,4,2,3,3,3,3,0,0
09528,426,3444,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,4,3,2,2,1,4,1,1,99,99,99,99,99,0,5
09529,625,3514,3,3,5,3,4,5,3,3,3,2,3,3,4,3,3,2,3,3,4,4,2,2,4,4,2,2,2,4,4,3,0,0
09531,327,2026,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,1,2,4,1,2,1,2,4,3,2,2,1,4,1,2,0,0
09532,181,3033,2,3,1,1,2,1,1,4,2,4,2,4,4,2,4,2,4,3,4,3,3,3,3,3,4,99,99,99,99,99,0,5
09533,488,2786,2,3,2,2,2,2,2,3,2,2,1,3,4,3,97,2,2,3,2,2,2,2,4,2,2,2,2,4,3,2,1,0
09534,443,3450,4,3,5,5,4,5,5,5,4,5,4,1,4,1,3,4,4,1,4,5,4,4,3,4,4,3,3,4,4,4,0,0
09536,536,3392,2,3,2,2,2,3,2,3,2,1,2,99,99,99,99,2,2,4,4,1,3,2,4,4,3,99,99,99,99,99,0,9
09537,441,2538,2,3,4,3,3,2,4,3,2,3,2,3,4,3,3,3,3,3,4,4,3,3,4,3,4,4,4,2,4,4,0,0
09538,544,2589,4,2,4,3,2,3,2,2,3,3,2,4,4,4,4,3,3,4,4,4,99,99,99,99,99,3,3,4,3,3,0,5
09539,537,3310,2,2,3,2,2,2,1,6,2,2,2,3,4,3,3,2,2,4,4,2,2,1,3,3,2,2,2,3,3,2,0,0
09540,033,2761,3,4,3,4,2,3,3,4,3,4,2,2,4,2,3,97,3,5,4,4,2,2,3,4,2,3,3,4,4,4,1,0
09542,558,3926,3,2,3,3,3,3,3,3,3,3,3,3,4,1,2,3,3,2,4,4,4,4,3,3,4,3,3,3,4,4,0,0
09543,620,2075,3,3,3,3,3,3,3,3,2,3,2,3,4,2,3,2,2,4,4,3,99,99,99,99,99,2,3,3,4,3,0,5
09544,357,2469,2,6,2,3,3,3,3,3,2,2,3,4,4,4,4,2,3,2,4,3,1,2,4,2,1,2,2,4,2,2,0,0
09546,537,2769,2,6,2,3,2,2,2,4,2,3,2,4,4,2,3,2,3,4,3,4,3,3,1,4,4,3,3,4,3,4,0,0
09547,621,2777,5,5,5,5,5,5,5,4,5,5,5,1,2,1,1,4,4,3,4,5,4,4,2,4,4,4,3,2,4,5,0,0
09548,411,3525,3,3,3,3,2,4,2,3,2,2,2,4,4,3,2,2,2,4,3,2,2,2,4,3,2,3,3,3,4,3,0,0
09549,324,3355,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,2,2,4,3,3,2,2,4,4,3,2,2,4,3,2,0,0
09550,476,3699,3,3,3,3,2,2,2,3,2,3,3,4,4,4,4,2,2,3,3,2,2,2,4,3,2,2,2,4,1,2,0,0
09551,413,2168,3,3,4,3,3,4,4,2,3,4,4,1,4,1,2,2,3,2,3,3,2,2,3,4,3,2,3,3,4,3,0,0
09552,403,2802,4,2,2,3,3,4,3,3,3,4,4,1,4,1,4,2,4,3,2,3,3,4,2,3,5,3,3,3,2,5,0,0
09553,440,2250,4,3,4,4,3,3,3,4,3,4,2,4,4,3,2,3,2,3,4,4,3,3,2,4,4,5,3,1,4,4,0,0
09554,019,3242,4,2,3,2,3,3,2,2,3,1,2,4,4,99,2,2,2,4,2,2,99,99,99,99,99,2,2,4,3,2,0,6
09555,432,3153,2,2,2,3,1,1,3,2,2,2,3,3,4,3,3,1,3,4,1,1,2,2,4,2,2,2,2,4,2,2,0,0
09556,332,2262,3,2,3,3,3,2,2,2,2,2,3,4,4,3,3,2,2,3,3,1,2,2,4,4,3,2,2,3,3,2,0,0
09557,322,2488,2,2,2,2,2,3,2,2,1,2,2,4,4,3,3,2,1,4,2,1,2,1,4,2,1,2,2,4,2,2,0,0
09558,484,2897,4,2,4,2,3,4,3,2,3,3,3,2,4,2,2,2,2,4,3,99,2,3,3,3,3,2,3,3,3,3,0,1
09559,303,2824,2,3,2,2,2,3,2,2,3,2,3,4,4,3,3,1,1,3,3,1,1,1,4,2,2,2,2,3,2,2,0,0
09560,575,3870,3,1,3,3,2,2,4,3,2,4,3,2,4,2,3,2,2,4,2,2,2,2,4,3,2,2,4,3,4,3,0,0
09561,532,3009,4,1,3,4,4,3,3,5,3,4,1,3,4,4,4,99,99,99,99,99,2,2,4,4,4,3,3,3,4,4,0,5
09562,581,2036,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,3,0,0
09563,494,2286,4,2,3,4,4,4,4,4,5,4,3,2,3,2,5,3,3,2,4,4,4,4,2,4,4,4,4,2,4,5,0,0
09564,562,2302,3,2,2,3,2,4,1,1,2,2,2,3,5,3,4,2,2,3,4,2,2,3,2,4,2,1,2,4,3,1,0,0
09565,314,3564,3,3,4,3,3,3,3,6,3,4,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,4,4,4,4,4,0,0
09566,107,2454,3,4,3,4,4,3,3,3,2,3,3,1,3,1,3,4,4,1,4,5,4,4,3,4,3,4,3,4,4,4,0,0
09567,385,3625,2,2,2,2,1,2,1,2,2,1,2,4,4,4,4,2,2,4,3,3,2,2,4,3,2,2,2,4,2,2,0,0
09568,401,2300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99,99,2,2,3,2,3,0,10
09569,465,3283,2,3,3,4,3,3,3,5,3,3,1,3,4,2,2,3,2,4,4,5,3,5,5,4,5,4,5,3,4,5,0,0
09570,447,3842,3,2,3,3,2,3,3,3,2,3,2,2,4,3,4,2,3,3,3,3,2,3,3,4,3,3,3,3,3,3,0,0
09571,598,3326,2,3,5,3,3,3,3,4,4,3,4,4,4,2,3,2,2,5,4,2,1,2,4,4,2,2,2,4,3,2,0,0
09572,481,3673,2,2,2,3,2,3,2,3,2,3,2,3,4,1,2,2,2,4,4,2,2,2,4,3,2,2,2,3,2,2,0,0
09573,001,2068,3,6,4,3,3,4,3,4,3,4,3,3,4,3,3,2,2,4,2,2,2,2,4,3,2,2,2,4,4,4,0,0
09574,515,3168,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,2,5,3,2,1,2,4,2,2,2,2,3,3,2,0,0
09575,523,3619,3,3,3,3,3,3,2,3,3,2,3,4,4,3,4,2,2,4,3,3,2,3,3,4,2,1,2,4,3,1,0,0
09576,472,3058,2,3,4,3,3,4,3,4,4,3,4,3,4,2,99,3,3,3,4,4,2,2,4,3,3,4,2,3,3,4,0,1
09577,385,3625,4,3,4,4,5,5,5,4,3,5,4,1,4,1,4,3,4,2,4,5,4,4,3,4,5,4,3,2,4,4,0,0
09578,383,2606,3,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,5,2,3,4,4,3,0,0
09579,344,2521,3,2,3,2,2,3,2,3,2,3,2,3,4,3,2,2,2,4,2,2,4,3,3,3,2,2,1,4,2,1,0,0
09580,522,3181,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,2,2,3,2,2,5,5,4,4,4,3,4,5,0,0
09581,444,2948,2,3,2,2,3,2,2,3,2,2,1,3,4,3,3,2,2,4,2,2,2,2,4,2,2,2,3,3,1,2,0,0
09582,496,3077,4,3,4,4,3,4,5,5,4,5,2,99,99,99,99,4,4,2,4,5,4,4,1,4,5,4,5,2,4,4,0,4
09583,420,3629,3,3,3,4,3,3,3,3,3,4,2,3,4,4,99,2,3,3,3,3,2,2,4,3,1,2,3,4,4,3,0,1
09585,548,3830,2,3,2,2,2,2,2,3,2,2,1,3,4,3,4,2,2,4,4,3,2,2,4,2,2,2,2,4,3,3,0,0
09586,461,3917,4,3,4,4,4,4,4,4,4,4,2,2,4,2,3,3,3,2,3,4,3,4,3,3,4,3,4,2,4,4,0,0
09587,506,2870,4,3,4,4,4,5,5,4,4,4,2,4,2,99,3,2,3,3,4,4,2,3,3,4,3,2,2,4,4,1,0,1
09588,458,3818,3,3,2,2,3,3,3,2,2,2,3,3,4,4,3,1,2,4,3,2,2,2,4,4,1,2,2,4,3,2,0,0
09589,428,2460,2,3,2,3,2,2,3,4,2,3,1,3,4,3,3,2,2,4,2,3,2,2,4,2,2,3,2,4,4,3,0,0
09591,445,3603,5,3,5,3,3,4,3,5,4,3,3,3,4,2,2,2,2,4,3,2,3,4,3,4,4,2,3,3,3,3,0,0
09592,526,3776,3,3,4,3,3,4,3,3,3,3,2,3,4,2,4,2,3,3,4,3,3,3,2,3,3,2,3,4,3,4,0,0
09593,527,3365,2,3,2,3,2,2,2,1,2,3,3,2,4,1,2,2,3,3,2,2,2,4,5,4,3,2,3,2,4,3,0,0
09594,354,2889,2,2,2,2,1,1,2,2,2,2,2,4,4,4,4,2,2,4,2,3,1,1,4,3,2,2,2,4,3,2,0,0
09597,437,2866,3,6,2,4,6,6,6,6,6,4,6,97,3,2,4,3,4,3,3,4,3,3,99,4,3,4,4,2,4,4,1,1
09598,307,3102,3,3,3,3,3,4,3,3,3,2,3,4,4,3,4,2,2,4,3,2,2,2,4,4,2,2,1,4,1,2,0,0
09599,485,3810,4,3,3,3,3,2,3,2,4,3,3,2,4,2,2,2,3,3,3,2,2,3,3,4,3,1,3,3,4,3,0,0
09600,518,2912,3,2,3,3,99,2,3,2,3,4,4,3,4,1,2,2,3,3,3,2,2,2,3,3,2,2,3,3,3,2,0,1
09601,591,2633,1,6,3,3,1,3,2,3,2,2,2,4,4,4,2,2,2,4,4,1,2,2,4,4,2,2,2,4,4,1,0,0
09602,611,3202,2,3,2,2,2,2,2,2,2,3,3,4,4,4,4,1,1,4,3,1,2,2,4,2,2,3,2,4,4,4,0,0
09605,601,2303,5,3,4,5,5,5,4,4,5,4,2,3,3,2,4,3,4,2,4,4,4,4,1,4,5,4,4,1,4,5,0,0
09606,607,2934,4,3,3,3,2,2,3,2,3,4,3,2,4,2,4,2,5,2,4,4,3,4,3,4,4,3,3,3,4,4,0,0
09607,428,3026,3,6,3,3,3,4,3,6,4,4,3,2,4,2,2,3,3,2,4,2,2,2,4,4,2,1,2,4,2,1,0,0
09608,633,3234,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,3,1,2,2,2,3,2,2,2,2,3,3,2,0,0
09609,426,3444,2,2,2,3,2,2,2,2,2,3,2,4,4,3,4,2,2,4,2,1,2,1,4,1,1,99,99,99,99,99,0,5
09610,401,2365,3,2,5,3,3,5,3,5,3,4,3,2,3,1,97,3,4,2,4,5,3,3,3,4,99,2,3,4,3,3,1,1
09611,449,3398,2,2,1,1,1,1,1,1,1,1,2,4,4,5,2,1,1,4,1,1,1,1,4,2,1,1,1,4,2,1,0,0
09612,564,3451,2,2,3,2,3,3,2,2,2,2,3,4,3,3,3,2,1,4,3,2,2,2,4,4,2,2,2,4,3,2,0,0
09613,351,2582,3,3,5,5,4,5,4,5,5,5,3,2,4,2,3,4,4,3,4,4,4,3,3,4,5,4,4,3,4,5,0,0
09614,349,2706,3,3,3,3,2,4,3,4,3,3,2,3,4,2,3,2,3,3,3,4,3,3,4,4,4,3,3,3,3,4,0,0
09615,490,2612,3,3,2,2,3,2,2,3,3,2,2,4,4,3,3,2,1,4,2,2,2,2,4,2,2,2,2,4,2,2,0,0
09617,183,2949,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,4,1,1,1,1,4,3,1,2,2,4,3,1,0,0
09618,465,3888,2,3,3,3,2,3,3,3,3,3,2,3,4,3,4,2,2,3,4,3,2,2,3,3,3,3,3,4,3,4,0,0
09619,481,3673,5,6,5,4,2,5,3,5,3,3,1,3,4,4,4,3,2,3,4,4,4,4,3,4,5,3,2,3,3,4,0,0
09620,055,2614,2,2,2,1,3,3,2,2,4,3,3,4,4,4,4,2,2,4,2,2,1,2,3,3,2,2,2,4,3,3,0,0
09621,019,2221,1,3,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,4,1,1,1,2,4,3,1,99,99,99,99,99,0,5
09622,381,3195,2,2,2,2,2,3,2,2,2,2,3,4,4,3,3,2,2,4,3,2,2,2,4,2,2,2,2,4,2,3,0,0
09623,444,2948,4,4,4,3,3,3,3,3,3,4,4,3,4,1,2,3,2,3,3,4,3,3,2,3,4,3,3,2,3,4,0,0
09624,314,3564,5,3,4,2,3,4,4,6,4,4,2,2,4,1,4,3,3,3,3,4,3,3,3,3,4,4,4,2,4,5,0,0
09625,407,3679,2,2,3,3,2,2,2,3,2,2,2,2,4,3,3,2,3,4,3,2,3,3,4,4,4,2,2,4,3,2,0,0
09626,306,3720,2,3,2,2,2,2,2,2,2,2,2,4,4,4,3,2,1,4,3,1,1,1,4,3,1,1,2,3,3,1,0,0
09627,473,2927,2,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,2,4,4,4,4,3,4,4,4,3,2,4,4,4,0,0
09628,344,2527,3,3,3,3,3,3,3,5,3,5,3,4,4,1,4,2,2,3,4,4,3,3,4,4,3,4,3,4,4,4,0,0
09629,315,3161,4,6,4,3,3,6,6,6,6,4,3,1,4,2,3,2,3,3,3,2,2,3,3,4,3,2,2,4,3,2,0,0
09630,558,3724,4,3,3,3,2,3,4,5,4,6,3,2,3,99,99,4,4,2,4,4,3,3,3,3,5,3,4,2,4,5,0,2
09631,456,2921,4,3,4,4,3,4,4,5,3,4,3,4,4,3,4,2,3,3,4,4,4,4,2,4,4,4,3,2,4,5,0,0
09632,625,3773,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,3,4,3,3,2,3,4,4,3,3,2,4,3,4,0,0
09633,358,2750,3,4,3,2,2,4,4,4,4,3,3,2,4,1,2,2,3,3,3,2,2,3,3,3,3,3,3,4,4,4,0,0
09635,420,2181,4,2,2,3,3,2,2,2,3,3,3,2,3,1,1,3,2,3,3,3,3,2,3,4,4,3,4,3,3,4,0,0
09636,439,3854,2,2,3,1,1,2,2,2,2,2,2,4,4,3,5,2,2,4,3,2,1,1,4,4,1,1,2,4,3,2,0,0
09638,549,2268,3,2,3,3,2,3,2,2,2,2,2,4,4,3,3,2,2,3,2,3,2,3,3,3,3,2,2,4,2,2,0,0
09639,383,3752,4,6,5,5,5,5,4,5,5,4,2,4,4,2,5,2,2,4,3,4,4,5,3,4,5,4,4,3,4,4,0,0
09640,519,3852,3,3,4,4,4,4,3,5,4,4,4,4,4,3,3,3,2,4,3,3,3,3,4,4,4,4,4,4,4,4,0,0
09641,411,3755,3,3,3,2,1,3,2,3,2,2,3,4,4,3,3,2,2,4,2,3,2,2,3,3,2,2,3,4,4,3,0,0
09642,349,2744,4,3,5,5,5,5,4,5,4,5,4,1,4,1,4,99,99,99,99,99,4,4,1,4,4,4,4,1,4,5,0,5
09643,492,2644,3,3,4,3,2,4,3,2,3,2,1,3,4,1,4,2,5,4,4,3,2,3,3,4,3,2,2,3,4,2,0,0
09644,427,3342,2,3,3,3,2,3,2,3,2,2,2,3,4,4,4,2,1,4,3,2,2,2,3,3,1,2,2,4,3,2,0,0
09645,627,2109,4,6,3,3,6,3,6,6,6,4,2,2,4,1,5,3,4,5,4,4,3,4,3,4,4,3,5,3,4,4,0,0
09646,451,2675,3,6,3,2,2,3,2,3,2,5,3,4,2,3,99,2,2,2,3,2,1,5,2,3,2,2,2,4,2,2,0,1
09647,508,2177,3,6,3,3,3,2,4,3,2,4,4,1,4,1,3,3,3,3,4,4,4,4,3,4,5,4,4,2,4,4,0,0
09648,538,2552,4,2,3,4,2,3,3,3,4,4,3,1,4,4,4,2,3,3,3,4,3,3,2,4,3,3,3,3,4,3,0,0
09649,462,3238,3,3,2,3,2,3,3,3,3,2,3,4,4,4,4,2,2,4,2,1,2,2,4,3,1,1,1,4,2,1,0,0
09650,317,2879,2,3,2,2,2,3,2,2,2,1,3,4,4,4,4,2,3,4,4,3,2,1,99,3,1,2,1,4,3,2,0,1
09651,620,2247,2,3,3,3,3,3,3,3,3,4,4,3,4,2,2,99,99,99,99,99,3,3,4,4,3,2,2,4,4,2,0,5
09652,312,3456,3,2,3,3,2,3,2,3,2,4,2,3,2,2,2,2,2,4,4,3,3,3,3,4,3,4,4,2,4,4,0,0
09653,216,2487,4,2,4,3,4,4,4,3,3,3,4,2,4,2,3,1,3,2,1,3,2,3,5,2,3,2,3,2,2,2,0,0
09656,362,2937,2,2,3,3,2,3,2,4,2,3,2,3,4,3,2,2,2,4,4,2,2,1,4,3,2,2,2,3,3,2,0,0
09657,574,3288,3,3,2,1,2,3,2,1,2,1,2,3,4,3,4,1,2,4,4,1,1,1,4,1,1,2,2,4,4,1,0,0
09659,598,3495,3,3,4,4,4,4,4,4,4,4,2,1,4,2,3,4,4,1,4,5,3,3,3,4,5,4,4,3,4,4,0,0
09660,460,2048,1,3,2,1,1,1,1,3,1,2,1,4,4,3,4,2,2,4,3,3,2,2,4,3,2,4,3,3,4,4,0,0
09661,157,2517,2,2,2,2,2,3,2,2,3,2,2,3,4,4,4,2,3,3,3,4,2,2,4,3,2,2,2,4,3,2,0,0
09662,531,3331,4,3,4,4,4,4,4,3,4,4,3,1,4,1,2,3,3,2,4,4,4,4,1,4,4,3,3,3,3,3,0,0
09663,443,2165,4,4,3,5,5,5,5,4,5,5,97,1,1,1,4,4,4,1,3,99,4,4,2,4,4,4,4,1,4,5,1,1
09664,607,2934,5,4,3,3,3,4,3,5,3,4,3,2,4,2,3,2,3,3,4,4,3,3,3,4,4,4,4,3,4,4,0,0
09665,157,2393,3,2,3,3,3,2,2,2,2,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3,2,3,4,0,0
09666,474,2455,2,2,1,1,2,2,1,2,1,1,3,4,4,4,3,2,1,4,1,1,1,1,4,1,1,1,1,4,2,1,0,0
09667,178,2903,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,2,2,4,4,2,3,3,4,4,3,0,0
09669,307,3102,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,2,2,4,3,2,2,3,4,4,2,2,2,4,2,1,0,0
09670,446,2478,3,6,3,4,2,1,3,5,3,3,1,2,4,2,2,2,2,4,2,3,3,4,2,4,4,3,2,4,3,4,0,0
09671,632,2890,3,6,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,2,2,4,3,3,0,0
09672,374,2740,3,3,3,3,3,3,3,3,3,3,2,3,4,2,3,2,2,4,3,2,2,2,4,4,3,2,2,3,2,3,0,0
09673,447,3396,2,3,4,4,3,3,3,6,4,3,3,3,3,3,2,2,2,4,3,2,1,2,4,3,2,2,2,4,2,2,0,0
09674,346,3794,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,4,1,1,2,3,4,2,3,99,99,99,99,99,0,20
09676,376,2703,2,1,3,3,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,99,99,99,99,99,99,99,99,99,99,0,10
09677,483,3656,3,3,3,4,3,4,3,2,3,3,4,3,4,3,4,2,3,3,4,3,2,3,3,3,3,3,3,3,4,4,0,0
09678,362,2503,3,3,3,3,3,3,3,1,2,4,2,3,4,3,3,2,3,3,3,2,2,2,3,2,3,1,5,3,2,1,0,0
09679,454,3177,2,2,3,1,2,5,1,1,2,1,3,4,4,4,3,2,1,4,2,1,2,1,4,3,1,2,1,4,3,1,0,0
09680,546,2067,3,2,3,3,2,2,4,2,3,3,2,2,4,2,2,2,2,2,1,2,2,2,3,3,1,2,2,3,2,1,0,0
09681,481,3673,3,1,4,3,2,4,3,4,3,3,2,2,4,2,4,2,3,3,4,2,2,3,3,4,4,3,3,3,4,3,0,0
09682,433,2155,2,2,2,2,1,1,2,2,2,1,1,1,4,2,3,2,2,4,2,1,3,2,4,3,3,2,2,3,4,1,0,0
09683,441,2421,2,6,6,2,2,6,2,6,6,2,2,4,4,5,5,2,2,3,3,2,2,2,4,3,3,2,3,4,3,3,0,0
09685,368,2374,4,6,4,4,2,4,4,4,4,4,1,4,4,4,3,2,3,4,4,4,4,3,4,4,4,4,3,4,4,5,0,0
09686,401,3390,3,4,4,4,4,4,4,4,3,4,3,1,2,1,3,4,4,2,4,5,5,3,4,4,5,4,4,1,4,5,0,0
09687,346,2463,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,2,2,3,3,4,3,2,4,3,3,4,4,3,4,4,0,0
09689,317,2444,3,6,4,4,3,3,3,1,3,3,3,4,4,3,4,3,3,3,3,3,2,2,4,3,2,2,3,3,3,1,0,0
09690,395,3484,2,1,2,1,2,3,1,1,2,1,2,4,4,2,3,2,2,4,2,1,1,1,4,2,1,2,2,4,3,1,0,0
09691,492,2420,3,2,2,2,2,3,2,2,3,2,2,4,4,3,3,2,2,4,2,2,2,2,4,3,2,2,2,4,3,2,0,0
09692,483,2809,4,2,3,4,3,3,3,4,2,4,3,3,4,2,4,2,3,2,2,3,2,3,4,2,1,2,3,3,2,3,0,0
09693,589,3909,4,4,5,4,3,4,4,4,4,2,2,3,4,3,2,4,2,3,4,5,4,5,3,4,5,4,4,4,4,5,0,0
09694,233,3866,4,3,4,4,4,5,4,4,4,5,4,1,4,1,3,4,4,1,4,5,4,3,3,3,5,4,4,2,4,5,0,0
09695,329,3754,3,2,3,3,2,3,3,3,3,3,3,3,4,3,4,2,2,4,4,3,2,2,4,2,2,2,2,4,3,3,0,0
09696,544,2408,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,4,4,3,2,2,3,3,3,0,20
09698,458,2427,2,2,2,2,1,4,2,2,2,3,1,4,4,4,3,2,2,4,4,3,2,2,4,3,2,2,2,4,3,3,0,0
09699,627,2492,2,6,2,3,3,3,3,3,3,3,3,4,4,3,3,2,2,4,4,3,2,2,4,2,2,2,2,4,3,2,0,0
09700,403,2802,3,2,3,3,4,4,3,4,3,5,4,1,1,1,4,3,3,2,3,5,4,4,4,3,4,4,4,1,4,5,0,0
09701,504,3769,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,4,3,4,4,2,4,4,3,3,0,0
09702,411,3525,2,3,2,2,1,1,2,2,2,2,1,3,4,3,2,1,2,4,2,1,2,1,4,2,2,1,1,3,2,1,0,0
09703,586,3840,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,2,3,3,3,3,2,2,4,3,1,2,2,4,3,2,0,0
09704,506,3179,4,1,3,4,2,2,3,3,4,4,2,3,4,2,3,2,2,3,4,2,2,3,5,4,3,2,3,3,3,4,0,0
09705,322,3885,5,3,3,3,4,3,3,3,3,4,3,2,4,3,4,2,4,3,3,3,2,4,3,3,4,3,3,3,3,3,0,0
09706,318,2938,4,4,4,5,4,5,5,5,4,4,2,2,2,2,2,99,99,99,99,99,4,4,3,4,4,3,4,3,4,4,0,5
09708,628,3406,3,3,4,4,5,5,3,4,3,3,3,2,4,2,2,3,3,3,4,4,4,3,3,4,4,4,5,3,4,4,0,0
09709,417,3751,5,3,4,3,4,4,4,4,4,4,4,2,4,1,3,3,4,2,3,3,99,99,99,99,99,99,99,99,99,99,0,10
09710,608,3038,2,3,3,3,2,4,2,3,3,2,2,4,4,3,3,2,2,4,4,2,2,2,4,3,3,2,2,4,3,2,0,0
09711,311,3639,3,4,5,5,3,5,5,97,3,5,4,1,3,1,2,4,4,1,4,5,4,4,3,4,4,4,4,1,4,5,1,0
09712,441,3742,2,2,2,2,1,2,1,2,2,2,1,4,4,3,3,2,2,3,2,1,2,2,4,3,4,2,2,4,1,2,0,0
09713,314,3564,4,6,5,4,3,4,4,6,4,5,3,1,5,1,3,4,3,2,3,5,4,3,2,3,5,4,4,3,4,5,0,0
09714,158,2594,2,6,3,3,2,3,2,4,2,3,1,3,4,3,4,3,2,3,3,3,3,2,4,4,3,4,4,3,4,4,0,0
