stud_id,w2sch_id,w2cls_id,w2td01,w2td02,w2td03,w2td04,w2td05,w2td06,w2td07,w2td08,w2td09,w2td10,w2td11,w2td12,w2td13,w2td14,w2td15,w2tcs1,w2tcs2,w2tcs3,w2tcs4,w2tcs5,w2tes1,w2tes2,w2tes3,w2tes4,w2tes5,w2tms1,w2tms2,w2tms3,w2tms4,w2tms5,w2sumerr,w2summis
03356,367,2220,2,2,3,2,3,3,3,3,2,2,3,3,4,2,2,2,3,2,4,2,2,2,3,3,2,1,2,4,4,1,0,0
03357,569,3379,2,3,4,5,3,4,4,4,2,5,3,3,4,3,3,4,4,4,4,5,3,3,4,4,4,4,4,2,4,5,0,0
03358,319,2799,4,2,4,5,3,3,3,5,2,5,2,1,4,1,3,2,4,2,4,4,2,3,3,2,2,4,3,3,4,4,0,0
03360,483,3784,4,6,6,6,4,4,2,4,3,4,4,3,5,2,3,2,2,3,2,3,3,4,4,2,4,3,2,3,3,3,0,0
03361,388,3132,3,2,3,3,3,3,3,3,2,5,4,3,3,1,2,4,4,3,4,5,4,4,3,4,5,4,4,3,4,5,0,0
03362,084,2795,2,2,1,2,2,3,2,2,2,2,2,4,4,4,4,1,2,4,1,1,1,2,3,2,1,2,2,3,2,2,0,0
03363,437,2866,3,6,5,4,6,6,6,6,6,3,6,97,4,3,4,2,2,3,3,3,3,3,99,4,4,3,3,4,4,3,1,1
03364,510,3000,3,2,3,3,3,4,3,3,3,3,3,3,4,2,3,2,3,2,4,3,99,99,99,99,99,2,2,3,3,2,0,5
03365,239,2025,4,3,4,3,4,3,3,3,3,3,3,2,4,2,3,4,4,3,3,5,3,4,2,3,4,2,5,3,4,3,0,0
03366,586,3840,4,3,4,3,4,4,3,3,3,4,4,2,4,3,3,2,2,4,3,2,2,3,2,3,2,1,1,4,3,2,0,0
03367,216,2487,3,3,4,3,3,4,3,4,3,4,4,4,4,3,3,2,2,4,4,3,3,3,5,4,4,2,2,3,3,3,0,0
03368,441,2538,3,4,3,3,3,3,3,3,3,4,2,3,4,2,2,3,3,3,4,4,3,3,3,4,5,3,3,2,4,4,0,0
03369,529,3728,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,2,4,2,5,3,3,3,2,2,4,3,3,0,15
03370,418,3190,3,3,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,4,4,3,2,3,4,4,3,3,3,4,4,3,0,0
03372,546,2046,4,3,3,3,4,4,3,3,3,4,4,2,4,2,4,3,3,3,4,4,3,3,2,3,4,2,3,2,3,3,0,0
03373,625,2593,1,2,3,2,2,2,2,2,2,3,2,3,4,3,3,2,2,3,4,3,2,2,3,2,2,3,3,3,3,3,0,0
03374,302,2710,2,1,2,1,2,3,2,2,2,2,2,4,4,2,3,2,2,4,3,1,1,1,4,3,1,2,2,4,4,2,0,0
03375,404,2603,4,2,3,3,2,3,3,2,3,3,2,4,4,2,4,2,3,2,4,2,2,3,3,3,3,99,99,99,99,99,0,5
03376,465,3626,4,2,3,3,3,4,3,2,3,3,2,2,4,3,4,2,3,2,3,3,2,5,2,2,2,2,2,2,3,1,0,0
03377,478,2097,3,3,2,2,2,3,3,3,3,2,2,4,4,4,4,2,1,4,2,1,3,2,4,3,3,2,1,4,2,1,0,0
03378,629,2210,3,2,3,2,3,3,3,3,3,3,2,4,4,3,4,2,2,3,3,4,2,3,4,4,3,2,2,3,3,4,0,0
03380,515,3430,5,3,4,4,3,4,4,2,3,3,3,3,4,1,4,3,3,3,4,3,1,2,3,2,2,99,99,99,99,99,0,5
03382,359,2981,4,4,4,4,3,4,4,4,4,3,2,4,4,3,3,3,3,4,4,4,3,2,4,4,4,3,3,4,4,4,0,0
03383,153,3780,2,3,2,2,3,2,2,4,2,3,3,4,4,3,3,2,1,4,3,2,2,2,4,3,2,2,2,4,3,3,0,0
03384,617,2034,3,3,3,3,3,3,2,2,2,2,3,4,4,4,4,2,1,4,3,1,2,2,4,4,3,2,2,4,4,1,0,0
03385,255,3448,4,2,4,4,3,4,3,4,3,4,3,2,4,1,2,3,3,3,2,4,4,4,2,4,5,2,2,3,3,3,0,0
03387,231,3051,4,2,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,2,3,4,4,3,2,4,4,4,4,4,4,5,0,0
03388,595,3443,2,6,3,2,1,2,2,3,1,3,1,4,4,4,4,2,3,4,4,3,2,2,4,3,3,2,2,3,4,2,0,0
03389,492,2235,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,2,2,4,3,2,2,2,4,2,1,1,1,4,2,1,0,0
03390,448,3598,3,3,2,2,4,3,4,5,3,5,4,2,2,1,2,3,3,4,4,4,4,3,4,4,4,3,4,3,4,4,0,0
03391,614,2388,5,5,5,5,5,5,5,5,4,4,2,3,4,3,4,4,4,2,4,5,4,3,3,4,5,4,4,3,3,4,0,0
03392,478,2013,3,3,4,4,4,4,4,5,4,4,3,1,2,2,3,4,4,1,4,5,4,4,1,4,5,4,4,1,4,5,0,0
03393,309,3571,3,2,4,4,2,4,3,2,2,3,2,3,4,2,3,2,2,4,3,1,3,2,4,4,4,2,2,3,3,2,0,0
03394,391,2037,2,3,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,4,2,1,2,2,4,4,2,4,3,3,4,2,0,0
03395,443,2165,1,1,2,4,3,2,3,2,2,3,2,3,3,1,1,3,3,2,4,4,3,4,3,3,3,3,3,3,3,4,0,0
03396,608,3038,3,3,4,4,4,3,4,4,3,4,2,2,4,1,3,3,4,2,4,4,3,3,3,3,4,4,4,3,4,5,0,0
03399,485,3574,4,3,5,5,3,5,5,5,5,5,5,3,4,2,4,1,2,4,3,2,2,2,4,4,3,2,2,4,2,2,0,0
03400,445,3821,2,3,3,2,2,2,1,2,2,1,2,4,4,3,3,2,2,4,3,2,1,1,4,1,1,2,2,4,2,2,0,0
03401,553,2780,3,6,3,4,3,3,3,3,2,3,3,3,4,2,3,3,3,3,4,4,3,4,3,3,4,2,3,3,3,2,0,0
03402,539,3743,3,3,2,3,2,2,3,3,3,2,2,3,4,4,99,2,3,4,4,4,2,2,3,3,3,2,2,4,3,3,0,1
03403,435,2138,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,4,3,3,3,2,3,3,3,4,3,2,4,4,0,0
03404,398,2563,3,3,4,4,3,3,4,4,3,5,4,3,4,3,4,3,4,3,3,4,2,3,3,3,2,3,3,3,4,3,0,0
03406,353,2195,3,3,3,3,3,3,3,3,3,3,2,4,4,4,4,2,2,4,3,3,2,2,4,3,2,2,2,4,3,2,0,0
03407,312,2701,5,4,5,5,4,5,5,5,5,5,5,1,3,2,1,4,4,1,4,5,4,3,2,3,4,4,4,2,4,4,0,0
03408,533,2676,3,4,4,4,3,4,4,5,4,3,3,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,2,4,5,0,0
03409,054,3845,2,2,2,2,2,2,2,2,2,2,1,3,4,4,3,2,2,4,3,3,99,99,99,99,99,2,2,4,3,2,0,5
03410,623,3735,3,6,5,4,5,5,6,3,4,5,2,1,4,1,2,4,4,2,4,5,4,4,3,4,4,2,3,2,4,3,0,0
03411,326,2360,3,4,4,3,2,4,3,5,3,3,2,3,4,2,3,2,2,4,3,2,2,2,4,2,3,3,1,4,3,4,0,0
03412,372,3546,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,4,2,1,3,1,4,1,1,2,2,4,2,2,0,0
03413,419,3503,3,3,4,3,4,4,4,3,3,3,2,2,4,3,2,2,2,3,4,3,99,99,99,99,99,99,99,99,99,99,0,10
03414,001,3188,3,6,3,3,2,4,4,4,3,3,2,3,4,3,3,2,2,4,4,3,3,2,4,3,3,3,3,3,3,3,0,0
03415,351,2637,3,3,3,3,3,3,3,2,3,3,4,4,4,2,3,2,2,4,3,2,3,2,4,4,3,1,1,4,4,1,0,0
03416,328,3731,2,6,3,1,1,3,1,1,2,2,3,4,4,3,3,2,2,4,2,2,1,2,4,3,1,2,2,4,3,2,0,0
03417,469,2122,3,2,4,3,3,4,3,3,3,3,3,3,4,3,3,2,3,4,4,3,99,99,99,99,99,3,3,4,4,4,0,5
03418,373,2830,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,99,99,99,99,99,3,4,3,4,4,0,5
03420,626,2851,2,2,2,3,3,3,3,3,3,4,4,3,4,4,4,2,4,3,3,4,3,4,3,4,4,3,3,4,3,3,0,0
03421,484,2897,2,3,3,2,3,3,2,2,2,2,3,3,4,2,2,2,2,4,3,99,2,2,4,3,2,3,3,3,4,4,0,1
03422,611,2411,3,2,2,3,3,3,3,2,3,3,3,3,4,2,2,2,2,3,2,2,2,2,4,2,1,2,2,3,1,2,0,0
03423,553,3604,2,3,2,2,3,3,2,3,2,2,3,4,4,3,3,2,1,4,4,2,2,1,4,1,1,1,1,4,2,1,0,0
03426,620,3672,3,3,3,2,2,3,2,3,2,2,2,4,4,3,3,2,1,4,1,2,99,99,99,99,99,2,1,4,3,3,0,5
03427,324,2719,5,3,5,4,4,4,4,5,4,5,3,1,3,1,2,4,4,1,3,5,4,4,1,4,5,4,4,1,4,5,0,0
03428,001,3911,2,6,3,2,2,3,2,3,2,2,1,3,4,3,3,2,2,4,2,3,2,2,4,3,3,2,3,3,3,3,0,0
03429,368,3348,3,3,4,4,2,3,4,5,3,4,2,1,4,1,3,3,3,3,3,5,4,4,3,4,4,4,3,3,4,4,0,0
03431,592,3643,1,3,2,1,1,2,1,2,1,1,1,4,4,4,4,2,1,4,2,1,99,99,99,99,99,1,1,4,1,1,0,5
03432,604,3721,4,3,3,3,3,2,3,4,3,3,2,3,4,2,3,2,3,3,3,4,4,4,3,4,4,3,3,2,3,4,0,0
03433,478,2595,2,3,2,2,3,2,2,2,3,2,2,3,4,3,3,1,2,3,2,1,99,99,99,99,99,1,2,4,3,1,0,5
03434,304,3559,5,4,5,5,4,5,5,5,5,5,4,1,4,4,4,3,4,2,4,4,3,2,4,3,5,4,4,3,4,4,0,0
03435,586,3692,3,6,3,3,2,3,4,3,2,3,2,3,4,2,3,2,2,4,4,3,99,99,99,99,99,99,99,99,99,99,0,10
03436,475,2288,3,3,4,4,2,3,4,4,2,4,2,2,3,2,3,3,4,3,4,4,4,4,2,4,5,99,99,99,99,99,0,5
03437,530,3086,4,3,5,4,3,4,3,4,4,4,3,2,4,2,3,2,2,3,2,2,2,2,4,2,2,2,1,4,3,2,0,0
03438,361,3801,4,2,2,4,3,2,3,3,1,3,2,2,4,2,2,2,2,3,3,2,3,3,4,4,4,2,2,4,2,1,0,0
03439,321,3807,4,3,3,3,3,3,4,4,4,4,3,1,4,1,4,3,3,2,4,4,3,3,3,4,4,3,3,3,4,4,0,0
03440,318,2938,3,2,3,4,3,4,4,3,3,4,3,4,4,4,4,99,99,99,99,99,2,2,4,2,2,2,2,4,4,3,0,5
03441,345,2588,3,3,3,3,3,4,4,4,4,5,4,1,2,1,1,4,4,1,4,97,4,4,3,4,5,4,4,2,4,4,1,0
03442,572,2755,4,3,3,4,3,4,4,5,3,3,3,3,4,3,3,2,3,3,4,4,2,2,4,2,2,99,99,99,99,99,0,5
03443,458,3831,3,6,2,2,2,3,2,2,2,2,2,4,4,3,3,3,4,1,4,4,2,2,4,2,2,2,2,3,2,2,0,0
03444,368,2002,5,6,3,3,3,3,2,6,4,4,2,4,4,1,2,2,2,4,3,3,3,3,4,4,3,2,3,4,4,3,0,0
03445,342,2596,3,3,3,2,2,2,2,2,2,2,1,4,4,4,4,2,2,4,3,2,2,2,4,3,3,2,2,4,4,3,0,0
03446,450,3659,3,3,3,3,3,3,4,2,99,99,99,99,99,99,99,2,3,4,3,4,3,3,3,2,3,2,2,4,2,2,0,7
03447,151,3223,5,3,3,3,3,3,3,3,3,4,3,2,4,2,3,2,3,2,4,3,2,3,3,4,2,3,4,2,3,4,0,0
03448,477,3115,3,2,3,3,2,3,3,2,2,2,2,3,4,3,3,2,2,4,1,1,2,2,4,3,2,2,2,3,2,2,0,0
03449,593,2353,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,1,99,99,99,99,99,99,99,99,99,99,0,10
03450,351,3405,2,2,2,2,2,2,2,2,1,2,2,4,4,3,4,1,2,3,3,1,2,2,4,4,1,2,2,4,3,1,0,0
03451,603,3681,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,4,3,4,5,3,4,2,4,5,2,3,2,3,3,0,15
03452,475,3715,3,2,3,3,2,3,3,3,2,3,1,4,4,2,4,3,3,2,3,1,4,4,2,4,5,2,3,3,4,3,0,0
03454,450,2159,3,99,3,3,3,3,3,3,3,3,2,99,99,99,99,2,3,4,4,4,3,3,4,4,4,2,2,99,2,4,0,6
03455,530,3401,3,2,3,3,1,4,2,3,2,2,2,4,4,4,3,3,3,4,3,3,4,4,1,4,5,4,4,1,4,5,0,0
03456,391,2255,3,3,3,3,2,3,3,3,3,2,2,4,4,3,3,2,1,4,2,1,2,2,4,3,3,3,3,4,4,3,0,0
03457,492,2644,4,4,3,3,4,4,4,5,3,5,4,1,4,1,2,3,3,4,4,4,3,3,3,4,4,4,4,4,4,5,0,0
03459,583,2583,2,3,4,4,3,4,3,3,3,2,3,4,4,4,4,2,2,3,4,3,3,3,4,4,3,3,2,4,4,3,0,0
03460,461,3877,1,2,1,1,1,2,1,3,1,2,1,4,4,4,3,2,2,4,3,2,1,1,4,2,1,2,2,4,3,2,0,0
03462,581,2572,3,3,3,4,3,3,3,2,2,4,1,2,4,2,3,4,4,2,4,4,99,99,99,99,99,99,99,99,99,99,0,10
03463,536,2006,5,6,4,4,4,4,4,4,4,4,1,4,4,1,3,4,4,2,4,5,4,4,3,4,5,4,4,3,5,5,0,0
03464,348,2986,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,4,4,3,2,2,3,3,3,1,2,4,3,2,0,0
03465,368,3510,2,3,2,2,1,2,1,2,2,2,1,4,4,3,3,2,2,4,2,1,2,2,4,2,2,2,2,4,4,1,0,0
03466,121,3447,2,3,3,2,2,3,2,3,2,2,2,3,4,3,3,2,2,3,3,2,2,2,3,4,2,2,1,4,3,2,0,0
03467,327,2026,2,3,3,3,3,3,3,3,3,3,2,3,4,3,3,1,2,4,1,1,1,2,4,3,2,2,1,4,1,2,0,0
03468,417,2864,2,3,2,2,1,2,3,2,2,2,2,2,4,2,3,2,2,3,2,2,2,3,3,3,2,2,1,2,2,1,0,0
03469,010,3557,5,4,5,5,4,4,5,5,4,5,3,3,4,3,3,3,4,3,4,5,4,4,2,4,4,3,3,4,4,4,0,0
03471,591,2143,4,3,3,2,3,3,2,3,3,2,4,3,4,3,3,2,2,3,3,3,1,1,4,1,2,3,2,3,3,4,0,0
03473,345,2588,4,3,3,4,3,4,4,4,4,5,4,1,4,1,2,3,3,3,3,3,4,4,3,4,5,4,4,3,4,4,0,0
03474,501,2471,3,3,2,4,1,2,4,3,3,5,1,2,4,1,4,3,3,2,3,5,3,4,3,3,4,4,4,3,4,5,0,0
03475,334,2243,3,3,3,2,1,3,2,2,2,2,2,4,4,3,4,2,2,4,4,2,2,2,4,3,3,2,2,4,3,3,0,0
03476,587,3031,4,3,3,3,3,3,3,3,3,3,2,3,4,1,3,2,3,3,4,4,3,3,3,3,4,4,3,3,4,5,0,0
03477,507,3597,3,3,4,4,3,4,3,4,3,4,2,2,4,2,3,4,4,2,4,4,2,3,3,4,4,4,3,2,4,5,0,0
03478,437,3445,3,6,4,4,2,3,4,2,3,5,3,1,3,3,4,3,4,3,3,4,3,3,99,4,4,4,4,1,4,5,0,1
03479,600,3744,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,2,4,2,2,2,2,3,3,3,2,3,4,4,3,0,0
03480,356,2531,3,3,2,3,3,2,3,3,1,3,4,2,4,2,4,2,3,3,4,3,4,4,2,4,5,3,4,3,4,4,0,0
03482,579,3294,3,3,3,99,3,2,2,2,99,99,99,99,99,99,99,2,2,4,3,2,2,2,4,3,2,2,2,3,3,2,0,8
03483,608,3332,4,3,4,4,4,5,4,4,4,4,3,2,4,2,4,2,2,4,4,2,3,3,4,2,3,3,4,3,4,3,0,0
03484,337,2725,3,4,3,4,4,4,4,3,4,4,4,3,2,3,2,2,3,3,3,3,3,4,2,4,4,3,3,3,3,2,0,0
03485,439,2072,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,1,4,3,2,2,2,3,3,2,3,2,4,4,2,0,0
03486,421,2211,4,6,4,4,4,4,3,6,4,4,4,2,4,3,4,2,3,4,4,2,2,5,4,4,3,3,3,3,3,4,0,0
03487,568,2774,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,2,3,3,2,3,3,4,4,5,3,2,3,4,3,0,0
03488,492,3930,2,2,2,1,1,1,1,3,2,2,2,3,4,3,3,2,2,4,3,2,2,2,3,3,2,2,2,4,3,2,0,0
03489,525,3568,3,4,4,4,4,4,4,5,4,5,5,3,4,3,4,2,2,99,99,2,2,2,4,4,2,2,3,4,4,2,0,2
03490,432,2185,2,2,1,1,6,1,1,1,4,2,3,4,2,2,1,2,2,4,3,2,2,2,4,2,2,2,2,4,3,2,0,0
03491,592,2284,5,5,5,5,5,5,5,5,5,5,4,1,4,1,3,4,4,1,4,5,4,4,2,4,4,2,3,1,3,3,0,0
03492,614,2388,2,1,2,1,2,2,2,2,2,3,2,3,4,4,3,2,3,3,3,2,2,3,3,3,2,2,2,4,3,2,0,0
03493,516,3203,2,3,3,4,1,3,3,4,3,4,1,2,4,2,4,2,2,4,2,2,2,2,4,3,3,3,3,4,4,4,0,0
03494,541,2666,2,3,3,3,3,1,3,3,2,3,2,2,4,2,3,3,3,3,4,5,3,3,3,3,5,3,3,3,4,4,0,0
03495,113,3876,4,3,4,3,2,2,2,4,5,4,3,4,4,2,4,2,2,4,3,3,2,3,4,4,3,2,5,3,3,3,0,0
03496,385,3286,3,3,3,3,2,3,3,3,3,2,3,4,4,4,4,2,1,3,2,1,2,2,4,3,1,1,1,4,1,1,0,0
03497,368,2002,4,6,4,5,3,4,4,4,4,4,3,3,4,2,3,4,4,2,4,5,4,4,3,3,4,3,3,3,4,4,0,0
03498,597,2814,2,3,4,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,4,4,3,2,3,4,4,3,4,4,4,5,0,0
03499,158,2594,3,6,3,4,3,3,3,3,3,3,3,3,4,3,4,2,2,4,3,3,2,3,3,4,3,2,3,3,3,3,0,0
03500,097,3127,3,3,4,3,3,4,4,4,3,4,3,4,4,3,3,2,2,3,3,4,2,3,3,2,2,2,2,4,4,1,0,0
03501,633,2236,4,2,4,4,4,5,5,5,5,5,4,1,4,1,4,4,4,1,4,5,4,3,2,4,4,4,4,2,4,5,0,0
03502,498,3029,1,2,3,3,2,2,4,3,2,4,2,1,4,1,4,4,4,4,4,4,3,4,3,4,4,4,4,2,4,5,0,0
03503,523,3158,2,2,3,2,2,3,2,3,2,2,2,4,4,4,4,2,2,4,3,1,2,1,4,1,1,2,2,4,3,2,0,0
03504,320,2137,2,2,2,3,3,3,2,3,2,2,3,99,99,99,99,2,1,3,3,1,1,2,3,4,1,2,2,4,3,2,0,4
03505,469,2122,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,3,3,3,99,99,99,99,99,2,3,3,4,3,0,5
03506,367,3662,3,6,3,4,2,3,4,6,3,4,2,2,4,1,3,4,4,1,4,5,4,4,3,4,5,4,4,2,4,4,0,0
03507,315,3016,3,3,4,5,2,3,3,3,2,3,3,3,4,3,2,2,2,4,4,2,2,2,3,4,3,2,2,4,3,2,0,0
03508,432,2397,3,3,4,3,5,4,3,4,4,4,4,2,4,2,2,3,3,3,4,3,2,2,3,4,2,2,2,4,3,2,0,0
03509,371,3347,3,2,3,3,2,2,2,2,2,2,2,3,4,3,3,2,2,4,2,2,2,2,3,3,2,1,2,3,2,2,0,0
03510,329,3754,4,3,3,3,3,3,3,4,3,3,3,3,4,2,3,2,2,4,4,3,2,2,3,4,4,3,3,2,4,4,0,0
03511,583,2001,3,2,3,3,2,2,3,6,3,3,2,4,4,4,4,2,2,4,3,1,2,2,4,3,1,2,2,4,2,1,0,0
03512,446,3071,2,3,2,2,3,3,2,4,2,3,2,4,4,2,2,2,1,4,4,2,2,2,4,3,99,2,2,4,3,3,0,1
03513,085,2600,4,1,4,3,2,3,3,4,4,4,2,2,4,2,3,2,3,3,4,3,2,5,3,4,3,2,2,2,3,2,0,0
03514,518,2912,3,6,4,3,3,4,3,4,3,4,3,3,4,3,97,2,2,4,4,4,3,3,3,4,4,3,3,3,4,4,1,0
03515,632,2890,3,6,3,2,4,2,3,2,2,3,3,4,4,3,4,2,2,2,2,2,1,2,3,4,2,2,2,4,4,2,0,0
03516,493,3107,2,6,3,2,2,3,2,3,2,2,2,4,4,4,4,2,3,4,4,4,2,2,4,3,2,2,2,4,4,2,0,0
03517,385,2094,2,2,2,2,2,2,2,3,2,2,2,3,4,4,3,2,1,4,1,1,2,2,4,4,2,2,2,3,2,2,0,0
03519,457,3006,4,3,3,3,3,3,2,4,2,2,2,4,4,4,4,2,2,4,2,3,2,2,3,2,3,3,2,4,2,4,0,0
03521,516,2728,4,3,4,4,3,4,3,3,3,3,2,4,4,4,4,3,3,3,4,4,3,4,3,4,4,3,4,2,4,5,0,0
03522,307,3905,4,6,5,5,5,3,5,5,4,5,3,2,4,1,97,4,4,2,4,4,4,4,1,4,4,4,3,2,4,5,1,0
03523,055,2658,2,2,3,2,2,4,2,2,2,3,3,3,4,3,4,2,2,4,2,2,3,3,2,4,4,2,2,4,3,2,0,0
03524,460,2048,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,3,3,2,2,2,4,3,3,3,3,4,4,4,0,0
03525,460,3117,3,6,4,4,3,3,4,4,4,3,3,4,4,3,3,2,2,3,3,3,2,2,4,3,2,3,2,4,4,2,0,0
03526,304,2630,4,2,3,4,3,4,4,4,3,3,4,2,4,2,3,2,4,3,4,4,3,3,3,4,4,3,4,2,4,4,0,0
03527,626,2078,3,2,3,3,2,3,2,1,2,2,1,3,4,3,3,2,1,1,4,1,1,1,4,1,1,2,1,4,1,1,0,0
03528,544,2987,3,3,3,3,3,3,2,2,3,1,1,3,4,3,3,2,2,4,3,2,2,2,3,3,3,2,2,4,3,2,0,0
03529,121,2270,2,2,2,2,2,4,2,2,2,2,2,4,4,3,2,1,1,4,1,1,1,1,4,1,1,2,1,4,1,2,0,0
03530,340,3932,2,3,2,2,2,3,3,3,2,2,1,4,4,4,4,1,1,4,2,2,3,3,3,3,3,99,99,99,99,99,0,5
03532,336,2546,1,3,1,2,1,1,2,1,2,2,2,4,4,4,3,2,3,4,1,1,3,2,4,3,4,2,2,4,2,2,0,0
03533,385,3862,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,4,2,2,2,3,4,3,2,0,0
03534,353,2195,2,2,3,3,3,3,3,3,3,3,1,4,4,4,4,2,3,3,3,3,3,3,4,4,4,2,2,4,3,2,0,0
03535,377,3879,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,4,4,3,2,2,4,4,4,0,0
03536,324,2719,4,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,4,3,3,3,4,4,4,4,3,3,3,3,3,3,0,0
03537,501,2632,3,2,3,3,3,3,2,2,3,3,3,2,4,2,2,3,3,3,3,3,2,2,4,3,2,2,2,4,2,2,0,0
03538,544,2589,3,3,4,3,3,4,3,4,4,4,3,1,4,3,3,3,3,3,3,4,99,99,99,99,99,99,99,99,99,99,0,10
03539,551,2542,2,6,2,3,2,3,2,3,3,3,2,2,3,1,2,2,2,3,3,2,2,3,4,4,3,2,3,2,4,3,0,0
03540,601,2401,4,4,4,4,3,4,4,4,3,5,2,1,1,1,3,3,4,1,4,5,4,4,2,4,4,4,4,1,4,5,0,0
03541,565,2759,4,3,4,4,3,4,3,6,4,5,3,2,4,1,4,3,3,3,4,4,2,4,2,4,4,3,3,2,4,4,0,0
03542,335,3545,4,6,3,3,3,3,4,3,2,3,3,4,4,3,4,2,4,2,4,4,2,2,4,4,2,2,2,3,3,3,0,0
03543,632,2890,3,6,3,4,3,2,3,3,2,4,3,2,4,3,3,1,1,1,1,1,2,3,2,4,5,2,2,4,4,4,0,0
03544,449,3398,4,3,4,4,2,3,4,4,3,5,3,1,4,1,3,4,4,1,4,5,3,3,1,4,5,4,4,4,4,5,0,0
03545,528,3230,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,2,2,4,4,3,2,3,4,4,2,0,0
03546,591,2318,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,3,3,3,3,2,1,4,0,20
03547,550,2135,3,6,3,3,3,3,3,3,2,3,2,2,4,2,3,2,3,3,3,2,2,3,3,3,1,2,2,4,3,1,0,0
03548,331,2312,4,4,5,5,3,5,5,5,5,5,3,1,4,1,3,4,4,1,4,5,5,5,5,5,5,4,4,1,3,5,0,0
03550,474,3569,3,3,2,2,2,2,2,2,2,1,2,4,4,4,4,1,2,4,3,2,2,2,3,2,3,1,2,4,3,1,0,0
03551,588,3387,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,4,4,4,99,99,99,99,99,99,0,26
03552,597,2299,2,3,2,2,2,3,2,4,3,3,3,99,99,99,99,2,2,4,3,3,2,2,4,3,99,2,2,4,4,4,0,5
03553,529,3003,2,1,2,2,1,3,1,1,2,2,2,99,99,99,99,2,2,3,2,1,2,2,3,2,1,2,2,3,3,2,0,4
03554,583,2001,3,6,4,3,3,3,4,6,4,3,3,4,4,4,4,2,2,3,4,3,3,2,4,4,3,3,2,4,4,5,0,0
03555,371,3347,3,3,3,2,3,3,3,4,3,3,3,2,4,2,3,2,2,4,2,2,3,3,3,4,4,3,3,3,4,4,0,0
03556,457,3006,3,3,4,4,4,4,4,4,3,4,3,2,4,2,3,3,4,3,4,4,3,3,3,4,4,3,4,3,3,4,0,0
03557,544,2987,3,3,4,3,4,4,3,3,3,3,3,3,4,2,3,2,2,4,3,2,2,4,3,4,4,2,2,4,4,3,0,0
03558,587,3933,3,3,3,3,2,3,3,4,4,4,3,2,4,2,3,2,3,3,4,3,3,3,3,4,4,99,99,99,99,99,0,5
03559,319,2451,3,6,4,3,3,4,3,3,3,3,3,3,4,3,4,2,2,3,3,3,2,3,3,3,3,2,2,4,3,3,0,0
03560,537,2769,3,3,3,2,2,5,2,2,3,3,3,4,4,2,4,2,2,4,4,3,2,2,4,3,1,2,2,4,4,2,0,0
03561,321,2687,3,6,6,6,3,5,3,6,3,5,6,3,4,1,3,2,2,4,3,4,3,4,3,4,99,2,2,3,4,3,0,1
03562,239,2479,4,6,3,4,3,3,3,3,2,4,1,1,4,2,4,3,3,2,3,4,3,3,2,3,4,3,3,3,4,4,0,0
03563,415,3487,3,3,2,3,3,3,3,2,3,3,2,2,4,3,3,2,3,3,3,3,3,4,3,4,4,3,3,3,4,4,0,0
03564,480,2196,4,2,4,3,3,4,4,4,3,4,3,2,4,2,5,4,4,1,4,5,3,3,3,4,4,3,3,4,4,3,0,0
03566,476,2953,5,6,5,5,5,5,5,5,3,5,5,1,4,1,5,99,99,99,99,99,4,4,1,4,5,4,5,5,5,5,0,5
03567,038,3531,4,6,3,3,3,3,3,4,3,3,2,2,4,2,97,3,3,3,3,4,2,3,3,3,3,2,3,3,3,3,1,0
03568,318,2107,3,3,3,4,3,3,3,3,3,4,3,3,4,2,4,99,99,99,99,99,4,4,2,4,4,3,4,2,4,4,0,5
03569,528,2452,3,6,3,3,3,3,3,3,3,3,3,3,4,1,2,2,2,4,4,3,2,2,4,4,2,2,2,4,3,2,0,0
