stud_id,w2sch_id,w2chin_id,w2ctch_id,w1w2chg,w2pgrm,w2clspgm,w2far,w2priv,w2urban3,w2stwt1,w2stwt2,w2nright,w2all3p,w2all3ps,w2cfree,w2cf3p,w2cf3ps,w2math,w2m3p,w2m3ps,w1w2plus,w1w2minus,w2link,w2illp,w2ctc01,w2ctc02,w2ctc03,w2ctc04,w2ctc05,w2ctc06,w2ctc07,w2ctc08,w2ctc09,w2ctc10,w2ctc11,w2ctc12,w2ctc13,w2ctc14,w2ctc15,w2ctc16,w2ctc17,w2ctc18,w2ctc19,w2ctc20,w2ctc21a,w2ctc22a,hw_average,w2ctc23,w2ctc24,w2ctc25,w2ctc26,w2ctc27,w2ctc28,w2ctc29,w2ctc31,w2ctc32,w2ctc33,w2ctc34,w2ctc35,w2ctc36,w2ctc37,w2ctc38,w2ctc39,w2ctc40,w2ctc41,w2ctc42,w2ctc43,w2summis,w2sumerr
18219,323,3418,14,0,1,1,0,0,3,0.969222188,1.142891407,38,1.482691288,0.269540012,11,0.764089823,0.53352499,22,2.16654563,0.37826699,3,5,11,0.002349133,1,5,1,1,1,2,4,6,1,3,1,2,2,3,3,4,2,2,4,4,2,1,,2,6,1,3,5,5,5,2,1,2,2,1,5,2,2,1,1,1,4,4,0,0
18221,532,3765,11,0,1,1,0,0,2,1.043369293,1.233221412,17,-1.964824915,0.648750007,4,-1.941837311,0.783327997,5,-1.974787116,0.68819797,4,1,5,3.17E-13,1,3,1,1,1,3,4,4,1,3,1,2,3,3,4,4,2,1,4,4,3,1,,2,6,1,2,5,5,5,3,1,1,2,3,5,1,2,1,1,2,1,4,0,0
18222,151,3496,7,0,1,1,0,0,3,0.536043227,0.633582056,33,0.837012768,0.299984008,17,2.133760214,0.431443989,15,0.596589088,0.386031002,8,2,15,3.12E-24,1,5,1,5,2,2,4,3,1,2,1,1,1,2,3,4,1,2,4,4,1,1,,2,5,1,2,3,5,5,2,1,2,4,2,5,1,3,1,1,1,3,3,0,0
18223,453,3690,5,0,1,1,0,0,3,0.239668265,1.84E-10,19,-0.638510823,0.412160009,8,-0.469879568,0.562937021,9,-0.51195246,0.445531994,3,7,6,0.999999999,1,6,1,1,1,2,4,6,1,2,1,1,2,3,3,3,2,2,3,3,1,1,,6,5,1,2,3,3,3,3,1,2,2,2,3,1,2,2,2,2,2,2,0,0
18224,527,3365,8,0,1,1,0,0,2,0.31637606,0.373944074,19,-0.460950851,0.450884014,7,-0.486085355,0.566428006,9,-0.332519919,0.49474299,5,3,7,2.36E-14,1,2,2,5,2,3,3,2,1,2,1,1,2,1,1,3,1,2,3,3,2,6,,2,5,1,2,3,4,4,3,2,2,3,3,5,1,2,2,2,2,3,4,0,0
18225,344,4159,8,0,1,1,0,0,2,0.743130922,0.685885727,11,-1.648506522,0.572224021,4,-1.715977907,0.734497011,6,-1.484437346,0.63121599,2,3,4,0.219121618,1,5,1,1,2,97,4,3,1,2,1,1,2,3,2,3,2,1,3,3,2,1,,1,6,1,2,3,4,3,3,1,1,3,1,3,1,2,1,1,1,1,2,0,1
18227,551,3185,10,0,1,1,0,0,3,0.791656435,0.935706794,44,2.135704756,0.259135991,15,2.005504131,0.462157011,18,1.665401697,0.347196996,5,1,15,1.99E-22,1,3,1,1,2,2,4,3,1,1,1,1,1,2,2,3,1,2,3,3,1,1,,3,5,1,2,3,3,3,1,1,1,3,1,2,1,2,1,1,2,2,1,0,0
18228,523,3158,2,0,1,1,0,0,3,0.766265452,0.000101105,52,2.837348938,0.309760004,20,3.820116758,0.452715993,20,1.779195428,0.348060995,0,3,16,0.999888367,1,5,1,1,2,2,4,3,1,2,1,1,2,2,2,3,3,2,3,2,2,1,,2,1,2,2,3,3,3,4,1,1,2,1,3,1,1,1,1,1,1,2,0,0
18229,484,3705,3,0,1,1,0,0,2,1.775697827,2.098049879,24,-0.042619139,0.410187989,7,-0.600291729,0.577359974,11,0.085750073,0.396894008,6,5,8,0.00035978,1,3,1,5,2,2,3,5,1,2,1,2,3,2,3,3,2,2,2,2,2,1,,1,6,2,2,3,3,3,4,1,2,3,2,3,3,2,2,1,3,2,4,0,0
18230,532,2161,12,0,1,1,0,0,2,1.07156837,4.36E-08,23,0.214278921,0.322845012,7,-0.28476572,0.577904999,13,0.306108981,0.358754992,2,6,5,0.999999966,1,4,2,3,2,2,3,3,1,1,1,3,3,3,3,4,2,2,3,3,1,2,,2,5,1,3,4,4,4,1,1,1,1,1,2,1,2,2,1,1,3,3,0,0
18231,347,2758,7,0,1,1,0,0,3,0.504122078,0.595852435,32,0.723296106,0.257782012,15,1.489176512,0.511211991,15,0.583685637,0.325733006,8,3,11,4.34E-21,1,6,1,1,3,3,3,2,1,2,1,2,3,3,3,3,1,2,3,3,3,1,,1,5,2,3,3,3,3,4,1,2,3,2,2,1,2,2,1,2,4,4,0,0
18232,313,2705,1,0,1,1,0,0,3,0.81129092,0.958913982,42,1.890873075,0.255430013,18,2.499396086,0.351624012,24,2.382924318,0.397753,8,2,16,1.29E-26,1,4,1,5,3,2,2,2,1,3,1,1,3,3,3,2,1,3,3,3,4,2,,3,5,3,3,3,3,3,4,1,2,3,3,3,2,2,3,1,2,3,4,0,0
18233,426,2280,3,0,1,1,0,0,2,0.160213366,0.189365894,17,-1.205386162,0.46915099,8,-0.587347209,0.574625015,9,-1.003246903,0.506317973,5,3,7,3.12E-14,1,5,1,3,2,2,5,4,1,2,1,1,3,3,4,4,1,1,3,2,2,1,,3,2,2,3,3,4,3,3,1,3,3,2,3,1,1,2,3,3,3,4,0,0
18234,438,4181,14,0,1,1,0,0,3,3.845497131,2.54E-06,22,-0.096652351,0.400822997,7,-1.215144753,0.688284993,9,-0.535324156,0.530396998,3,6,4,0.999999442,1,4,1,1,2,2,3,3,1,1,1,2,2,2,2,3,2,1,3,1,3,1,,2,5,1,2,3,4,3,2,1,1,2,2,3,2,1,1,1,2,2,2,0,0
18236,40,4060,12,0,1,1,0,0,3,0.876045525,1.035451293,18,-0.617724419,0.403302997,9,-0.449352831,0.602918029,7,-1.009775043,0.544978976,4,1,7,5.56E-11,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,0
18237,417,2864,4,1,1,1,0,0,3,0.282911718,0.22860387,17,-0.726568937,0.464991987,6,-0.61463666,0.620921016,12,0.087311029,0.389468998,2,3,4,0.316356595,1,6,1,4,2,2,2,3,2,2,1,2,2,2,2,3,1,2,2,3,1,1,,1,2,1,1,2,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,0,0
18238,485,3574,3,0,1,1,0,0,2,1.602422118,0.009373178,30,0.459867656,0.383915991,7,-1.246301293,0.647907972,10,-0.48813948,0.553965986,1,3,4,0.995051121,1,5,1,1,3,2,3,3,1,2,1,1,3,3,3,2,1,3,3,3,2,1,,1,6,2,2,2,3,5,3,1,1,3,2,3,1,3,2,1,2,3,2,0,0
18239,385,3904,16,0,1,1,0,0,3,0.536481202,0.633857667,17,-0.964616597,0.448237002,7,-0.995272577,0.622008026,6,-1.529467702,0.594963014,3,1,6,0.000381704,1,6,2,5,1,2,4,2,1,2,1,1,3,3,3,3,3,3,1,3,2,3,,1,5,1,2,2,5,3,1,1,1,2,1,3,1,2,2,2,2,2,3,0,0
18240,542,3822,10,0,1,1,0,0,3,0.916478395,1.08E-10,14,-1.094059348,0.549471021,4,-1.188742995,0.620582998,10,-0.24718675,0.487116992,3,7,4,1,1,6,1,5,2,2,5,3,1,1,1,2,1,2,3,2,2,1,2,2,2,2,,2,3,1,1,3,3,3,3,1,1,2,2,4,1,2,3,2,3,3,3,0,0
18241,315,3016,10,0,1,1,0,0,2,0.77630657,0.917563856,24,-0.154459611,0.421939999,7,-0.760297418,0.627426982,12,-0.151950628,0.522378981,6,5,7,1.41E-09,1,5,1,3,2,2,2,2,1,2,1,2,1,2,2,3,3,2,2,2,1,1,,2,1,1,2,2,2,2,4,1,1,2,2,2,2,2,1,1,1,2,3,0,0
18242,509,2988,2,0,1,1,0,1,2,0.218058228,0.257736236,36,1.340370655,0.277456999,8,-0.691931665,0.636336982,19,1.320737004,0.358556986,6,3,11,1.66E-15,1,1,1,1,1,3,3,1,1,3,1,2,4,4,4,4,2,1,4,4,2,1,,3,5,1,2,3,4,4,4,1,3,1,2,3,1,2,2,2,2,3,4,0,0
18243,322,3658,10,0,1,1,0,0,3,0.35984388,0.425262839,27,0.136981651,0.359304011,11,0.067451425,0.580676019,14,0.31397447,0.395972997,5,5,9,0.000137452,1,6,1,5,2,2,5,2,2,2,1,1,2,2,3,4,1,1,2,2,5,6,,1,2,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
18244,368,2374,9,0,1,1,0,0,2,0.446048558,0.527211845,31,0.730786502,0.274890989,13,0.894664884,0.536473989,18,0.923193395,0.322270989,6,3,9,3.01E-15,1,6,1,1,3,2,2,2,1,3,1,2,2,2,2,2,1,2,3,3,2,1,,1,1,1,2,2,2,2,3,1,1,4,2,3,2,2,1,1,1,1,2,0,0
18245,415,4095,2,0,1,1,0,0,3,0.111675672,0.12801905,22,-0.321489275,0.380223989,10,-0.003496106,0.581085026,8,-0.600885212,0.449405998,2,3,5,0.030131154,1,2,2,4,3,2,4,3,1,2,1,2,2,2,2,3,3,2,3,3,1,1,,1,3,1,1,2,3,2,3,2,2,4,2,3,1,2,1,2,1,3,4,0,0
18246,522,2119,3,0,1,1,1,0,2,1.564804316,1.849537134,31,0.813532114,0.281121999,10,0.260028601,0.542401016,12,0.126575425,0.444518,5,0,12,1.06E-24,1,6,1,1,1,2,3,3,2,2,1,2,3,2,2,2,1,1,3,3,2,1,,1,5,1,3,3,3,3,4,1,2,2,3,99,1,2,2,2,2,2,2,1,0
18247,448,2775,16,0,1,1,0,0,2,0.498441547,0.000217145,26,0.175921306,0.350760013,8,-0.574785769,0.588999987,11,-0.419829696,0.509173989,3,5,10,0.99963142,1,5,1,3,1,3,5,3,1,1,1,2,2,2,3,3,1,2,3,3,2,2,,2,2,1,2,3,3,4,1,1,1,2,1,2,3,2,1,1,2,3,1,0,0
18248,488,3750,17,0,1,1,0,0,3,0.755047619,0.892436624,49,2.357245922,0.26521799,20,2.819592714,0.364165008,24,2.221913099,0.378977001,2,0,17,5.80E-15,1,6,1,5,1,3,2,2,1,2,1,2,3,2,3,3,3,1,3,3,3,1,,2,5,1,3,2,3,3,3,1,1,3,2,3,1,2,1,1,1,2,2,0,0
18249,592,3811,4,0,1,1,0,0,3,1.333122492,1.575698376,45,2.001317978,0.248255,17,2.199599266,0.427958995,19,1.570666432,0.320715994,7,3,14,5.76E-22,1,5,1,4,2,2,2,2,1,1,1,1,3,2,2,3,2,1,3,3,2,1,,3,2,2,2,1,3,3,3,1,1,2,1,1,1,2,3,2,3,2,3,0,0
18251,554,2223,2,0,1,1,1,0,2,0.346643448,0.409718931,22,-0.372207135,0.470791012,10,-0.490144819,0.584885001,10,-0.392261505,0.592423975,6,1,9,5.64E-19,1,5,1,5,3,2,3,3,1,2,1,2,2,3,3,4,3,1,3,4,5,3,,1,5,3,3,4,4,4,1,1,1,2,2,3,1,2,3,4,4,3,4,0,0
18252,429,2570,4,0,1,1,0,0,2,1.48957324,1.760617137,44,1.793937206,0.249165997,19,3.202747583,0.54568702,23,2.27542901,0.380454004,7,1,16,9.55E-35,1,3,1,1,1,3,2,2,1,2,1,1,2,3,3,4,2,1,4,3,3,2,,3,4,1,2,4,4,4,4,1,2,3,3,4,2,2,1,1,1,3,3,0,0
18253,316,4041,3,0,1,1,0,0,2,0.709697425,0.838834465,46,2.095029593,0.248812005,19,3.428058147,0.452418,23,2.176690578,0.369637996,7,0,16,1.68E-32,1,5,1,5,2,2,3,3,1,2,1,2,2,3,2,3,1,2,2,3,2,1,,1,2,1,2,3,3,3,3,1,1,3,1,4,3,2,1,1,2,1,4,0,0
18254,547,3766,5,0,1,1,0,0,2,1.495324612,1.767414808,18,-0.964264929,0.452042013,10,-0.157106221,0.583420992,5,-1.237122893,0.551030993,4,1,6,3.26E-16,1,5,1,5,2,3,5,6,1,2,1,2,2,3,3,4,2,2,2,3,2,1,,2,5,1,1,2,5,3,2,1,2,2,2,4,1,3,2,2,2,2,4,0,0
18255,602,3582,6,0,1,1,0,0,3,0.662716091,0.783304334,25,0.01519622,0.352964014,9,-0.066455483,0.546482027,10,-0.625058174,0.491171986,4,2,9,1.59E-14,1,6,1,5,3,3,4,5,1,2,1,2,3,3,3,3,1,2,4,3,1,1,,2,5,1,2,3,3,4,3,1,2,3,2,4,1,2,1,2,2,3,3,0,0
18256,438,4160,6,0,1,1,0,0,3,3.845497131,4.545226097,27,0.18760623,0.337226987,10,0.195739672,0.556864023,13,-0.155541793,0.419690013,4,3,7,8.82E-08,1,5,1,1,1,3,5,2,1,99,1,1,4,2,3,4,2,1,4,99,1,1,,2,6,1,3,3,97,97,4,1,1,2,2,4,1,2,2,2,3,3,3,2,2
18257,616,3723,12,0,1,1,0,0,3,0.99887687,1.180633187,43,2.048651457,0.253639996,17,2.442071199,0.368654996,23,2.285037994,0.382952988,9,2,15,1.39E-35,1,2,1,1,4,2,4,3,1,2,1,2,2,2,3,4,2,3,4,4,3,1,,2,5,1,2,3,4,3,2,1,1,4,3,4,1,2,2,2,3,3,4,0,0
18258,403,2055,2,0,1,1,0,0,3,0.808979511,0.956182003,46,2.059801817,0.254981995,16,2.273866653,0.515908003,22,1.930775285,0.339756012,9,1,15,3.42E-37,1,6,1,5,1,3,3,3,1,2,1,2,4,2,4,3,4,3,2,3,2,1,,1,5,1,4,4,4,4,4,1,3,2,3,3,1,2,2,1,1,2,3,0,0
18259,375,3685,16,0,1,1,0,0,3,1.664486408,1.9659971,18,-0.539418995,0.393512011,7,-1.166378021,0.606639981,4,-1.51154983,0.59157598,3,2,5,0.000691469,1,5,1,1,3,2,3,2,1,2,1,2,1,2,2,3,3,2,2,2,2,3,,1,2,2,2,2,2,2,1,1,1,3,1,5,2,1,1,1,1,4,4,0,0
18260,574,3288,9,0,1,1,0,0,2,0.990588307,1.170836449,25,0.0860852,0.397776008,8,0.01478,0.533921003,16,0.614724755,0.415917993,4,2,11,3.10E-12,1,6,1,5,2,2,2,2,1,2,1,99,2,2,3,2,3,3,3,3,2,1,,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
18261,603,3113,2,0,1,1,0,0,3,1.161426902,1.372761011,48,2.396832943,0.269906014,17,2.285195827,0.401724011,21,2.072208881,0.370826989,4,2,14,1.02E-18,1,5,1,1,2,2,4,5,1,2,1,2,3,3,3,4,3,2,3,3,2,2,,2,1,2,3,3,3,3,2,1,1,2,3,2,1,2,2,1,2,2,4,0,0
18262,313,2212,6,0,1,1,0,0,3,0.769686282,0.909738958,32,0.728546321,0.277007997,15,1.461319685,0.712639987,13,0.351962537,0.365756989,6,2,10,2.78E-21,1,4,1,1,3,2,4,3,1,2,1,2,2,2,2,2,2,2,3,4,2,1,,2,5,2,2,97,97,3,2,1,1,2,2,2,2,2,1,1,1,1,3,0,2
18263,489,2608,9,0,1,1,0,0,3,0.645237267,0.762645066,13,-1.270757437,0.513960004,3,-2.229131222,0.708396018,6,-0.966885388,0.54025799,5,2,6,1.42E-09,1,5,1,1,3,2,4,3,1,2,1,3,2,3,1,4,2,1,2,2,3,1,,2,6,1,2,3,3,4,3,1,1,3,2,4,1,3,2,1,2,3,2,0,0
18264,72,3184,17,0,1,1,0,0,3,1.451090813,1.72E-10,13,-1.615314722,0.496571004,6,-1.190797329,0.608730018,4,-1.772696495,0.577238023,1,9,5,1,1,6,1,1,2,2,3,2,1,2,1,1,3,3,4,4,3,2,4,4,2,1,,2,5,2,2,3,4,4,4,2,3,4,3,4,1,2,4,4,4,4,4,0,0
18265,628,2662,15,0,1,1,0,0,3,0.794138193,0.938640118,39,1.420175433,0.251993001,16,1.665206313,0.548289001,22,1.746433735,0.31399101,5,4,13,2.26E-10,1,5,1,5,2,2,3,3,1,2,1,2,2,2,2,1,2,2,3,3,3,1,,2,5,2,1,2,3,3,3,1,2,2,3,1,1,1,1,1,2,2,3,0,0
18266,549,2678,5,0,1,1,0,0,3,0.760270476,0.898609817,39,1.465268731,0.253190994,16,2.184490681,0.422816992,23,1.964296818,0.343777001,6,3,12,1.94E-17,1,5,1,1,2,4,3,2,1,2,1,3,3,3,4,4,2,2,3,3,3,1,,1,5,1,2,4,4,4,4,1,2,2,3,3,1,1,1,1,2,2,2,0,0
18267,1,3166,13,0,1,1,0,1,3,1.018298149,1.203588367,27,0.519676566,0.363561988,9,-0.001364201,0.542280018,17,1.184990406,0.391492993,9,2,11,4.45E-33,1,5,1,1,1,3,3,3,1,3,1,2,2,3,3,4,1,2,3,3,1,1,,2,5,1,3,2,5,5,4,1,1,3,1,3,1,2,3,1,3,2,4,0,0
18268,334,2243,1,0,1,1,1,0,1,1.037452102,1.226227641,42,1.778292656,0.258148015,12,1.163103461,0.54519999,23,2.055986881,0.352771014,4,4,13,3.58E-08,1,5,1,5,2,3,2,2,1,1,1,1,2,2,3,3,3,1,2,2,3,2,,2,5,1,2,2,3,3,1,1,1,3,2,4,2,2,1,1,1,2,2,0,0
18269,563,3110,8,0,1,1,0,1,3,1.549018621,0.019037114,36,1.234835863,0.270467013,16,2.133027554,0.441653013,19,1.502041817,0.342649013,3,5,14,0.9896022,1,6,1,5,3,2,2,2,1,3,1,3,3,4,4,3,2,2,4,3,1,1,,2,5,2,1,5,4,4,3,1,3,4,2,3,1,2,2,1,2,2,2,0,0
18270,421,3053,4,0,1,1,0,0,2,2.152361155,2.544006348,40,1.463369608,0.255041987,16,1.944312096,0.477824003,20,1.535570621,0.333175987,8,2,14,2.34E-25,1,6,1,5,2,3,2,6,1,2,1,2,3,99,2,97,2,1,4,4,4,1,,1,1,2,3,2,5,97,5,2,2,5,3,5,1,3,2,2,2,3,3,1,2
18271,621,2777,7,0,1,1,0,0,2,0.62654835,0.740555525,22,0.341246605,0.295354009,6,-0.439080656,0.557723999,13,0.515237331,0.326406002,4,4,7,2.84E-15,1,5,1,5,2,2,2,2,1,2,1,4,2,3,3,3,3,2,4,3,2,2,,1,5,2,3,5,5,5,4,1,2,4,1,3,1,2,3,2,2,2,1,0,0
18272,462,2634,13,0,1,1,0,0,2,1.122437477,1.326676965,33,0.860410333,0.305382013,12,0.699222803,0.549951971,16,0.607724786,0.381547004,8,3,12,3.03E-24,1,5,1,5,1,3,4,3,1,2,1,2,2,3,3,3,1,2,3,2,3,2,,2,5,1,3,3,2,3,1,1,1,3,2,2,1,2,2,2,1,3,4,0,0
18273,562,2461,8,0,1,1,0,0,3,1.09168756,1.290217638,27,-0.009905755,0.370896012,12,0.566829681,0.540829003,11,-0.549878538,0.528971016,4,4,8,8.85E-05,1,6,1,1,2,2,3,3,1,2,1,2,2,2,4,4,1,1,3,3,5,1,,2,5,1,2,4,4,3,2,1,1,2,3,3,1,2,1,1,1,1,1,0,0
18274,327,2026,16,0,1,1,0,0,3,1.00590837,1.188944101,38,1.439391136,0.247822002,18,2.376999855,0.383753985,23,2.058977365,0.351494014,6,1,14,1.22E-24,1,6,1,5,2,2,3,2,1,2,1,1,2,2,99,2,2,2,2,2,2,1,,1,6,1,3,2,4,2,4,1,2,3,97,99,1,2,3,2,2,2,2,2,1
18275,55,2658,4,0,1,1,0,0,3,0.510934472,0.603904486,47,2.329005957,0.270303011,16,2.518322229,0.749674022,22,2.056361198,0.355529994,7,3,14,2.15E-21,1,5,1,3,1,2,3,3,1,2,1,3,2,2,3,3,2,2,2,2,1,1,,2,1,2,2,2,3,3,1,2,1,3,2,4,2,1,1,1,1,1,1,0,0
18276,429,3492,6,0,1,1,0,0,2,1.529832125,1.768966794,30,0.765778065,0.303995013,11,0.751657844,0.547142029,17,1.100408554,0.360574991,4,5,8,0.021698193,1,4,1,1,1,2,4,6,1,2,1,2,3,2,4,4,1,2,4,4,3,1,,2,6,1,3,5,5,5,2,1,3,3,2,5,1,1,1,1,2,4,4,0,0
18277,165,2167,3,0,1,1,0,0,3,0.153508067,0.181440502,49,2.27811861,0.278371006,16,1.910831332,0.464083999,22,1.776473522,0.338225991,3,1,15,1.07E-16,1,6,1,5,2,2,3,2,1,2,1,2,2,3,2,3,3,1,3,2,1,1,,2,1,5,1,2,3,3,4,5,1,3,2,2,1,2,2,2,2,3,3,0,0
18278,560,3040,10,0,1,1,0,0,2,0.602135181,7.64E-11,25,0.097668737,0.371488988,10,-0.589951634,0.598645985,12,0.07787241,0.406177998,2,6,8,1,1,6,1,3,1,2,3,3,1,1,1,1,3,99,2,2,1,1,1,2,2,1,,3,1,1,2,2,2,2,2,1,2,5,2,4,1,1,1,1,1,2,1,1,0
18279,84,3860,4,0,1,1,0,0,3,0.405341327,0.479097515,49,2.238774538,0.259252012,17,2.020545721,0.553187013,22,1.91546607,0.341464013,12,2,15,6.05E-50,1,2,1,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,1,,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,1,1,1,2,2,0,0
18281,614,3094,4,0,1,1,1,0,2,0.87837249,1.04E-10,15,-1.272023916,0.468883991,5,-1.956351399,0.721202016,4,-1.76453793,0.586227,2,7,4,1,1,5,1,5,1,2,3,2,1,1,1,2,2,2,3,3,3,2,2,2,2,1,,2,1,1,3,3,3,3,1,2,2,3,3,3,1,2,2,2,2,2,2,0,0
18282,411,3525,8,0,1,1,0,0,3,0.806595266,0.953363895,32,0.596130311,0.319563001,12,0.61868006,0.530080974,14,0.090870596,0.470236987,5,2,12,7.39E-16,1,5,1,1,2,2,4,2,1,2,1,2,2,3,3,2,2,3,3,3,3,2,,2,6,1,1,3,5,5,2,1,2,2,1,2,2,2,1,1,1,4,1,0,0
18283,455,2040,10,0,1,1,0,0,3,0.673156202,0.795644164,27,0.213752374,0.329973012,11,0.579021394,0.524038017,12,0.26625374,0.369020998,4,0,9,6.39E-15,1,6,1,2,3,3,4,3,1,2,1,1,2,2,3,3,2,3,3,3,2,1,,2,5,1,2,3,3,3,2,1,1,3,2,4,2,2,1,1,1,1,1,0,0
18285,443,2684,4,0,1,1,0,0,2,0.851636946,1.006601453,50,2.530457973,0.278483987,18,2.342694283,0.390352011,23,2.250690937,0.377234012,8,2,17,1.41E-33,1,6,1,5,1,2,2,1,1,2,1,2,3,2,3,3,2,3,3,2,2,1,,3,6,3,2,3,4,4,2,1,3,2,2,5,1,2,1,1,2,4,1,0,0
18286,42,2007,2,0,1,1,0,1,2,0.98691535,1.166495085,53,2.807522297,0.290627986,20,3.773296356,0.443717003,26,3.192477226,0.524505973,3,1,16,3.85E-16,1,4,1,1,1,2,2,1,1,2,1,1,3,3,3,4,2,2,4,4,2,1,,2,6,99,1,97,97,97,4,1,3,3,3,4,2,1,2,2,3,2,1,1,3
18287,562,2302,5,0,1,1,0,0,3,1.122012138,1.326173782,20,-0.404419243,0.385055989,7,-0.668809772,0.621541023,6,-1.063373804,0.561073005,4,4,5,3.87E-07,1,4,1,3,1,2,2,3,1,3,1,2,2,4,3,3,1,2,2,3,2,1,,1,5,1,1,2,3,2,3,1,1,2,2,3,1,1,1,1,1,2,2,0,0
18288,468,2515,17,0,1,1,0,0,3,1.70828855,1.994668841,32,1.018241882,0.287155002,12,1.451277137,0.510724008,20,1.653898835,0.332109988,4,5,10,0.012114618,1,6,1,5,2,2,2,2,1,1,1,1,1,1,3,4,2,1,2,2,1,1,,2,1,1,2,2,4,3,3,1,1,3,1,4,1,1,1,1,1,2,2,0,0
18289,585,3265,6,0,1,1,0,0,2,0.604171515,0.714106977,41,1.747152328,0.246417001,16,2.061586142,0.455269009,21,2.027619839,0.366082013,8,0,16,1.52E-40,1,3,1,5,1,2,2,2,2,2,1,2,2,4,3,4,3,2,3,4,3,3,,2,5,1,3,3,4,4,4,1,2,2,2,4,1,2,2,2,2,3,4,0,0
18290,538,2552,7,0,1,1,1,0,1,1.050420165,1.241555452,13,-1.564287901,0.505852997,6,-1.130085826,0.664040983,8,-1.109913945,0.526750028,2,1,4,4.35E-13,1,4,1,5,2,3,3,2,1,2,1,1,3,3,2,3,3,1,3,3,2,1,,2,1,2,3,3,3,3,3,1,1,3,1,3,2,2,1,1,1,2,2,0,0
18291,302,3079,7,0,1,1,0,0,2,0.739579499,0.137223855,25,-0.557515621,0.421752006,9,-0.595231175,0.551288009,9,-0.949017107,0.550843,4,4,6,0.843020952,1,4,1,1,2,3,4,2,1,1,1,1,2,2,4,4,2,1,3,4,3,2,,2,5,1,2,3,5,5,4,1,1,3,2,3,1,2,1,1,2,3,3,0,0
18293,453,3258,14,0,1,1,0,0,3,1.126610518,1.33E-10,15,-0.833933651,0.436374992,6,-1.132965207,0.650816977,8,-0.780081987,0.495692998,1,7,3,1,1,2,1,1,2,2,3,3,1,2,1,1,2,2,2,3,2,2,2,2,2,1,,1,1,1,2,2,3,1,3,2,1,3,2,2,1,1,1,2,1,2,2,0,0
18294,535,3250,3,0,1,1,1,0,2,0.13090384, , , , , , , , , , , , , , ,1,1,1,1,1,2,3,5,1,1,1,1,2,2,2,3,2,1,1,2,3,1,,2,5,1,1,4,3,2,3,1,1,4,3,4,2,1,1,1,1,1,1,0,0
18295,468,2225,10,0,1,1,0,0,3,1.839695573,2.174447775,38,1.486189842,0.258002996,13,1.162235737,0.568490028,21,1.63722074,0.318434,7,4,11,2.86E-18,1,6,1,1,3,2,3,3,1,3,1,2,1,2,3,2,1,1,3,3,1,1,,2,1,2,2,2,3,3,3,1,1,3,2,2,1,1,1,1,1,1,1,0,0
18296,532,2161,12,0,1,1,0,0,2,1.07156837,1.266551733,11,-1.657866001,0.542437971,4,-1.50617373,0.608098984,5,-1.162382126,0.502460003,3,1,3,1.43E-10,1,4,2,3,2,2,3,3,1,1,1,3,3,3,3,4,2,2,3,3,1,2,,2,5,1,3,4,4,4,1,1,1,1,1,2,1,2,2,1,1,3,3,0,0
18297,85,3853,1,0,1,1,0,1,2,1.090291023,1.288681149,49,2.340689659,0.25959301,18,2.175550938,0.42652899,25,2.615306377,0.427596003,8,1,17,6.06E-34,1,5,1,1,2,3,3,2,2,2,1,2,1,2,3,3,3,2,3,2,2,1,,2,1,2,2,3,3,2,1,2,1,2,1,3,1,2,2,2,2,2,3,0,0
18298,334,2243,1,0,1,1,1,0,1,1.037452102,1.226227641,44,1.804267049,0.244362995,18,2.446529865,0.50119102,22,1.640721917,0.312808007,7,2,16,9.31E-22,1,5,1,5,2,3,2,2,1,1,1,1,2,2,3,3,3,1,2,2,3,2,,2,5,1,2,2,3,3,1,1,1,3,2,4,2,2,1,1,1,2,2,0,0
18299,183,3463,5,0,1,1,0,1,2,2.077610254,2.455653667,26,0.335839748,0.40397501,5,-1.015676618,0.606972992,13,0.327406704,0.473482996,4,2,9,1.44E-09,1,3,1,5,1,3,2,2,1,2,1,3,1,2,2,2,3,2,2,2,4,1,,2,5,2,2,3,3,3,5,1,1,3,1,2,2,2,2,1,1,2,2,0,0
18300,420,2076,12,0,1,1,0,0,2,0.597158849,0.705818295,33,1.222486019,0.267013013,9,-0.360189199,0.686734021,20,1.731368899,0.364437014,5,0,12,1.66E-23,1,5,1,5,2,3,2,1,1,2,1,2,2,2,3,4,3,1,2,3,5,3,,3,6,1,2,2,4,3,2,1,1,2,1,2,1,2,2,1,2,2,3,0,0
18301,26,2057,2,0,1,1,0,1,2,0.242286921,0.286373615,37,1.150470018,0.254750997,16,1.741521478,0.488853008,18,1.086885214,0.316107005,8,1,12,8.39E-35,1,5,1,1,1,3,4,1,1,2,1,1,3,2,3,3,2,2,3,3,2,1,,2,5,1,3,3,4,4,4,1,1,2,2,3,1,2,1,1,2,4,4,0,0
